date,hour,item,quantity,unit_price_kzt,unit_cost_kzt,ingredients,allergens
2026-08-28,8,Latte,8,1200,400,coffee;milk,milk
2026-08-28,10,Latte,10,1200,400,coffee;milk,milk
2026-08-28,12,Latte,22,1200,400,coffee;milk,milk
2026-08-28,14,Latte,14,1200,400,coffee;milk,milk
2026-08-28,16,Latte,4,1200,400,coffee;milk,milk
2026-08-28,18,Latte,6,1200,400,coffee;milk,milk
2026-08-28,8,Americano,11,800,200,coffee,none
2026-08-28,10,Americano,13,800,200,coffee,none
2026-08-28,12,Americano,13,800,200,coffee,none
2026-08-28,14,Americano,5,800,200,coffee,none
2026-08-28,16,Americano,7,800,200,coffee,none
2026-08-28,18,Americano,9,800,200,coffee,none
2026-08-28,8,Croissant,14,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-28,10,Croissant,4,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-28,12,Croissant,16,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-28,14,Croissant,8,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-28,16,Croissant,10,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-28,18,Croissant,12,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-28,8,Salad,5,1800,700,tomato;cucumber;olive_oil,none
2026-08-28,10,Salad,7,1800,700,tomato;cucumber;olive_oil,none
2026-08-28,12,Salad,19,1800,700,tomato;cucumber;olive_oil,none
2026-08-28,14,Salad,11,1800,700,tomato;cucumber;olive_oil,none
2026-08-28,16,Salad,13,1800,700,tomato;cucumber;olive_oil,none
2026-08-28,18,Salad,3,1800,700,tomato;cucumber;olive_oil,none
2026-08-28,8,Sandwich,8,1600,600,bread;cheese;tomato,gluten;milk
2026-08-28,10,Sandwich,10,1600,600,bread;cheese;tomato,gluten;milk
2026-08-28,12,Sandwich,22,1600,600,bread;cheese;tomato,gluten;milk
2026-08-28,14,Sandwich,14,1600,600,bread;cheese;tomato,gluten;milk
2026-08-28,16,Sandwich,4,1600,600,bread;cheese;tomato,gluten;milk
2026-08-28,18,Sandwich,6,1600,600,bread;cheese;tomato,gluten;milk
2026-08-29,8,Latte,3,1200,400,coffee;milk,milk
2026-08-29,10,Latte,5,1200,400,coffee;milk,milk
2026-08-29,12,Latte,17,1200,400,coffee;milk,milk
2026-08-29,14,Latte,9,1200,400,coffee;milk,milk
2026-08-29,16,Latte,11,1200,400,coffee;milk,milk
2026-08-29,18,Latte,13,1200,400,coffee;milk,milk
2026-08-29,8,Americano,6,800,200,coffee,none
2026-08-29,10,Americano,8,800,200,coffee,none
2026-08-29,12,Americano,20,800,200,coffee,none
2026-08-29,14,Americano,12,800,200,coffee,none
2026-08-29,16,Americano,14,800,200,coffee,none
2026-08-29,18,Americano,4,800,200,coffee,none
2026-08-29,8,Croissant,9,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-29,10,Croissant,11,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-29,12,Croissant,23,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-29,14,Croissant,3,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-29,16,Croissant,5,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-29,18,Croissant,7,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-29,8,Salad,12,1800,700,tomato;cucumber;olive_oil,none
2026-08-29,10,Salad,14,1800,700,tomato;cucumber;olive_oil,none
2026-08-29,12,Salad,14,1800,700,tomato;cucumber;olive_oil,none
2026-08-29,14,Salad,6,1800,700,tomato;cucumber;olive_oil,none
2026-08-29,16,Salad,8,1800,700,tomato;cucumber;olive_oil,none
2026-08-29,18,Salad,10,1800,700,tomato;cucumber;olive_oil,none
2026-08-29,8,Sandwich,3,1600,600,bread;cheese;tomato,gluten;milk
2026-08-29,10,Sandwich,5,1600,600,bread;cheese;tomato,gluten;milk
2026-08-29,12,Sandwich,17,1600,600,bread;cheese;tomato,gluten;milk
2026-08-29,14,Sandwich,9,1600,600,bread;cheese;tomato,gluten;milk
2026-08-29,16,Sandwich,11,1600,600,bread;cheese;tomato,gluten;milk
2026-08-29,18,Sandwich,13,1600,600,bread;cheese;tomato,gluten;milk
2026-08-30,8,Latte,10,1200,400,coffee;milk,milk
2026-08-30,10,Latte,12,1200,400,coffee;milk,milk
2026-08-30,12,Latte,24,1200,400,coffee;milk,milk
2026-08-30,14,Latte,4,1200,400,coffee;milk,milk
2026-08-30,16,Latte,6,1200,400,coffee;milk,milk
2026-08-30,18,Latte,8,1200,400,coffee;milk,milk
2026-08-30,8,Americano,13,800,200,coffee,none
2026-08-30,10,Americano,3,800,200,coffee,none
2026-08-30,12,Americano,15,800,200,coffee,none
2026-08-30,14,Americano,7,800,200,coffee,none
2026-08-30,16,Americano,9,800,200,coffee,none
2026-08-30,18,Americano,11,800,200,coffee,none
2026-08-30,8,Croissant,4,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-30,10,Croissant,6,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-30,12,Croissant,18,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-30,14,Croissant,10,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-30,16,Croissant,12,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-30,18,Croissant,14,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-30,8,Salad,7,1800,700,tomato;cucumber;olive_oil,none
2026-08-30,10,Salad,9,1800,700,tomato;cucumber;olive_oil,none
2026-08-30,12,Salad,21,1800,700,tomato;cucumber;olive_oil,none
2026-08-30,14,Salad,13,1800,700,tomato;cucumber;olive_oil,none
2026-08-30,16,Salad,3,1800,700,tomato;cucumber;olive_oil,none
2026-08-30,18,Salad,5,1800,700,tomato;cucumber;olive_oil,none
2026-08-30,8,Sandwich,10,1600,600,bread;cheese;tomato,gluten;milk
2026-08-30,10,Sandwich,12,1600,600,bread;cheese;tomato,gluten;milk
2026-08-30,12,Sandwich,24,1600,600,bread;cheese;tomato,gluten;milk
2026-08-30,14,Sandwich,4,1600,600,bread;cheese;tomato,gluten;milk
2026-08-30,16,Sandwich,6,1600,600,bread;cheese;tomato,gluten;milk
2026-08-30,18,Sandwich,8,1600,600,bread;cheese;tomato,gluten;milk
2026-08-31,8,Latte,5,1200,400,coffee;milk,milk
2026-08-31,10,Latte,7,1200,400,coffee;milk,milk
2026-08-31,12,Latte,19,1200,400,coffee;milk,milk
2026-08-31,14,Latte,11,1200,400,coffee;milk,milk
2026-08-31,16,Latte,13,1200,400,coffee;milk,milk
2026-08-31,18,Latte,3,1200,400,coffee;milk,milk
2026-08-31,8,Americano,8,800,200,coffee,none
2026-08-31,10,Americano,10,800,200,coffee,none
2026-08-31,12,Americano,22,800,200,coffee,none
2026-08-31,14,Americano,14,800,200,coffee,none
2026-08-31,16,Americano,4,800,200,coffee,none
2026-08-31,18,Americano,6,800,200,coffee,none
2026-08-31,8,Croissant,11,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-31,10,Croissant,13,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-31,12,Croissant,13,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-31,14,Croissant,5,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-31,16,Croissant,7,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-31,18,Croissant,9,900,300,wheat;butter;egg,gluten;milk;egg
2026-08-31,8,Salad,14,1800,700,tomato;cucumber;olive_oil,none
2026-08-31,10,Salad,4,1800,700,tomato;cucumber;olive_oil,none
2026-08-31,12,Salad,16,1800,700,tomato;cucumber;olive_oil,none
2026-08-31,14,Salad,8,1800,700,tomato;cucumber;olive_oil,none
2026-08-31,16,Salad,10,1800,700,tomato;cucumber;olive_oil,none
2026-08-31,18,Salad,12,1800,700,tomato;cucumber;olive_oil,none
2026-08-31,8,Sandwich,5,1600,600,bread;cheese;tomato,gluten;milk
2026-08-31,10,Sandwich,7,1600,600,bread;cheese;tomato,gluten;milk
2026-08-31,12,Sandwich,19,1600,600,bread;cheese;tomato,gluten;milk
2026-08-31,14,Sandwich,11,1600,600,bread;cheese;tomato,gluten;milk
2026-08-31,16,Sandwich,13,1600,600,bread;cheese;tomato,gluten;milk
2026-08-31,18,Sandwich,3,1600,600,bread;cheese;tomato,gluten;milk
2026-09-01,8,Latte,12,1200,400,coffee;milk,milk
2026-09-01,10,Latte,14,1200,400,coffee;milk,milk
2026-09-01,12,Latte,14,1200,400,coffee;milk,milk
2026-09-01,14,Latte,6,1200,400,coffee;milk,milk
2026-09-01,16,Latte,8,1200,400,coffee;milk,milk
2026-09-01,18,Latte,10,1200,400,coffee;milk,milk
2026-09-01,8,Americano,3,800,200,coffee,none
2026-09-01,10,Americano,5,800,200,coffee,none
2026-09-01,12,Americano,17,800,200,coffee,none
2026-09-01,14,Americano,9,800,200,coffee,none
2026-09-01,16,Americano,11,800,200,coffee,none
2026-09-01,18,Americano,13,800,200,coffee,none
2026-09-01,8,Croissant,6,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-01,10,Croissant,8,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-01,12,Croissant,20,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-01,14,Croissant,12,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-01,16,Croissant,14,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-01,18,Croissant,4,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-01,8,Salad,9,1800,700,tomato;cucumber;olive_oil,none
2026-09-01,10,Salad,11,1800,700,tomato;cucumber;olive_oil,none
2026-09-01,12,Salad,23,1800,700,tomato;cucumber;olive_oil,none
2026-09-01,14,Salad,3,1800,700,tomato;cucumber;olive_oil,none
2026-09-01,16,Salad,5,1800,700,tomato;cucumber;olive_oil,none
2026-09-01,18,Salad,7,1800,700,tomato;cucumber;olive_oil,none
2026-09-01,8,Sandwich,12,1600,600,bread;cheese;tomato,gluten;milk
2026-09-01,10,Sandwich,14,1600,600,bread;cheese;tomato,gluten;milk
2026-09-01,12,Sandwich,14,1600,600,bread;cheese;tomato,gluten;milk
2026-09-01,14,Sandwich,6,1600,600,bread;cheese;tomato,gluten;milk
2026-09-01,16,Sandwich,8,1600,600,bread;cheese;tomato,gluten;milk
2026-09-01,18,Sandwich,10,1600,600,bread;cheese;tomato,gluten;milk
2026-09-02,8,Latte,7,1200,400,coffee;milk,milk
2026-09-02,10,Latte,9,1200,400,coffee;milk,milk
2026-09-02,12,Latte,21,1200,400,coffee;milk,milk
2026-09-02,14,Latte,13,1200,400,coffee;milk,milk
2026-09-02,16,Latte,3,1200,400,coffee;milk,milk
2026-09-02,18,Latte,5,1200,400,coffee;milk,milk
2026-09-02,8,Americano,10,800,200,coffee,none
2026-09-02,10,Americano,12,800,200,coffee,none
2026-09-02,12,Americano,24,800,200,coffee,none
2026-09-02,14,Americano,4,800,200,coffee,none
2026-09-02,16,Americano,6,800,200,coffee,none
2026-09-02,18,Americano,8,800,200,coffee,none
2026-09-02,8,Croissant,13,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-02,10,Croissant,3,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-02,12,Croissant,15,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-02,14,Croissant,7,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-02,16,Croissant,9,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-02,18,Croissant,11,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-02,8,Salad,4,1800,700,tomato;cucumber;olive_oil,none
2026-09-02,10,Salad,6,1800,700,tomato;cucumber;olive_oil,none
2026-09-02,12,Salad,18,1800,700,tomato;cucumber;olive_oil,none
2026-09-02,14,Salad,10,1800,700,tomato;cucumber;olive_oil,none
2026-09-02,16,Salad,12,1800,700,tomato;cucumber;olive_oil,none
2026-09-02,18,Salad,14,1800,700,tomato;cucumber;olive_oil,none
2026-09-02,8,Sandwich,7,1600,600,bread;cheese;tomato,gluten;milk
2026-09-02,10,Sandwich,9,1600,600,bread;cheese;tomato,gluten;milk
2026-09-02,12,Sandwich,21,1600,600,bread;cheese;tomato,gluten;milk
2026-09-02,14,Sandwich,13,1600,600,bread;cheese;tomato,gluten;milk
2026-09-02,16,Sandwich,3,1600,600,bread;cheese;tomato,gluten;milk
2026-09-02,18,Sandwich,5,1600,600,bread;cheese;tomato,gluten;milk
2026-09-03,8,Latte,14,1200,400,coffee;milk,milk
2026-09-03,10,Latte,4,1200,400,coffee;milk,milk
2026-09-03,12,Latte,16,1200,400,coffee;milk,milk
2026-09-03,14,Latte,8,1200,400,coffee;milk,milk
2026-09-03,16,Latte,10,1200,400,coffee;milk,milk
2026-09-03,18,Latte,12,1200,400,coffee;milk,milk
2026-09-03,8,Americano,5,800,200,coffee,none
2026-09-03,10,Americano,7,800,200,coffee,none
2026-09-03,12,Americano,19,800,200,coffee,none
2026-09-03,14,Americano,11,800,200,coffee,none
2026-09-03,16,Americano,13,800,200,coffee,none
2026-09-03,18,Americano,3,800,200,coffee,none
2026-09-03,8,Croissant,8,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-03,10,Croissant,10,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-03,12,Croissant,22,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-03,14,Croissant,14,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-03,16,Croissant,4,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-03,18,Croissant,6,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-03,8,Salad,11,1800,700,tomato;cucumber;olive_oil,none
2026-09-03,10,Salad,13,1800,700,tomato;cucumber;olive_oil,none
2026-09-03,12,Salad,13,1800,700,tomato;cucumber;olive_oil,none
2026-09-03,14,Salad,5,1800,700,tomato;cucumber;olive_oil,none
2026-09-03,16,Salad,7,1800,700,tomato;cucumber;olive_oil,none
2026-09-03,18,Salad,9,1800,700,tomato;cucumber;olive_oil,none
2026-09-03,8,Sandwich,14,1600,600,bread;cheese;tomato,gluten;milk
2026-09-03,10,Sandwich,4,1600,600,bread;cheese;tomato,gluten;milk
2026-09-03,12,Sandwich,16,1600,600,bread;cheese;tomato,gluten;milk
2026-09-03,14,Sandwich,8,1600,600,bread;cheese;tomato,gluten;milk
2026-09-03,16,Sandwich,10,1600,600,bread;cheese;tomato,gluten;milk
2026-09-03,18,Sandwich,12,1600,600,bread;cheese;tomato,gluten;milk
2026-09-04,8,Latte,9,1200,400,coffee;milk,milk
2026-09-04,10,Latte,11,1200,400,coffee;milk,milk
2026-09-04,12,Latte,23,1200,400,coffee;milk,milk
2026-09-04,14,Latte,3,1200,400,coffee;milk,milk
2026-09-04,16,Latte,5,1200,400,coffee;milk,milk
2026-09-04,18,Latte,7,1200,400,coffee;milk,milk
2026-09-04,8,Americano,12,800,200,coffee,none
2026-09-04,10,Americano,14,800,200,coffee,none
2026-09-04,12,Americano,14,800,200,coffee,none
2026-09-04,14,Americano,6,800,200,coffee,none
2026-09-04,16,Americano,8,800,200,coffee,none
2026-09-04,18,Americano,10,800,200,coffee,none
2026-09-04,8,Croissant,3,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-04,10,Croissant,5,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-04,12,Croissant,17,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-04,14,Croissant,9,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-04,16,Croissant,11,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-04,18,Croissant,13,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-04,8,Salad,6,1800,700,tomato;cucumber;olive_oil,none
2026-09-04,10,Salad,8,1800,700,tomato;cucumber;olive_oil,none
2026-09-04,12,Salad,20,1800,700,tomato;cucumber;olive_oil,none
2026-09-04,14,Salad,12,1800,700,tomato;cucumber;olive_oil,none
2026-09-04,16,Salad,14,1800,700,tomato;cucumber;olive_oil,none
2026-09-04,18,Salad,4,1800,700,tomato;cucumber;olive_oil,none
2026-09-04,8,Sandwich,9,1600,600,bread;cheese;tomato,gluten;milk
2026-09-04,10,Sandwich,11,1600,600,bread;cheese;tomato,gluten;milk
2026-09-04,12,Sandwich,23,1600,600,bread;cheese;tomato,gluten;milk
2026-09-04,14,Sandwich,3,1600,600,bread;cheese;tomato,gluten;milk
2026-09-04,16,Sandwich,5,1600,600,bread;cheese;tomato,gluten;milk
2026-09-04,18,Sandwich,7,1600,600,bread;cheese;tomato,gluten;milk
2026-09-05,8,Latte,4,1200,400,coffee;milk,milk
2026-09-05,10,Latte,6,1200,400,coffee;milk,milk
2026-09-05,12,Latte,18,1200,400,coffee;milk,milk
2026-09-05,14,Latte,10,1200,400,coffee;milk,milk
2026-09-05,16,Latte,12,1200,400,coffee;milk,milk
2026-09-05,18,Latte,14,1200,400,coffee;milk,milk
2026-09-05,8,Americano,7,800,200,coffee,none
2026-09-05,10,Americano,9,800,200,coffee,none
2026-09-05,12,Americano,21,800,200,coffee,none
2026-09-05,14,Americano,13,800,200,coffee,none
2026-09-05,16,Americano,3,800,200,coffee,none
2026-09-05,18,Americano,5,800,200,coffee,none
2026-09-05,8,Croissant,10,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-05,10,Croissant,12,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-05,12,Croissant,24,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-05,14,Croissant,4,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-05,16,Croissant,6,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-05,18,Croissant,8,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-05,8,Salad,13,1800,700,tomato;cucumber;olive_oil,none
2026-09-05,10,Salad,3,1800,700,tomato;cucumber;olive_oil,none
2026-09-05,12,Salad,15,1800,700,tomato;cucumber;olive_oil,none
2026-09-05,14,Salad,7,1800,700,tomato;cucumber;olive_oil,none
2026-09-05,16,Salad,9,1800,700,tomato;cucumber;olive_oil,none
2026-09-05,18,Salad,11,1800,700,tomato;cucumber;olive_oil,none
2026-09-05,8,Sandwich,4,1600,600,bread;cheese;tomato,gluten;milk
2026-09-05,10,Sandwich,6,1600,600,bread;cheese;tomato,gluten;milk
2026-09-05,12,Sandwich,18,1600,600,bread;cheese;tomato,gluten;milk
2026-09-05,14,Sandwich,10,1600,600,bread;cheese;tomato,gluten;milk
2026-09-05,16,Sandwich,12,1600,600,bread;cheese;tomato,gluten;milk
2026-09-05,18,Sandwich,14,1600,600,bread;cheese;tomato,gluten;milk
2026-09-06,8,Latte,11,1200,400,coffee;milk,milk
2026-09-06,10,Latte,13,1200,400,coffee;milk,milk
2026-09-06,12,Latte,13,1200,400,coffee;milk,milk
2026-09-06,14,Latte,5,1200,400,coffee;milk,milk
2026-09-06,16,Latte,7,1200,400,coffee;milk,milk
2026-09-06,18,Latte,9,1200,400,coffee;milk,milk
2026-09-06,8,Americano,14,800,200,coffee,none
2026-09-06,10,Americano,4,800,200,coffee,none
2026-09-06,12,Americano,16,800,200,coffee,none
2026-09-06,14,Americano,8,800,200,coffee,none
2026-09-06,16,Americano,10,800,200,coffee,none
2026-09-06,18,Americano,12,800,200,coffee,none
2026-09-06,8,Croissant,5,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-06,10,Croissant,7,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-06,12,Croissant,19,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-06,14,Croissant,11,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-06,16,Croissant,13,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-06,18,Croissant,3,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-06,8,Salad,8,1800,700,tomato;cucumber;olive_oil,none
2026-09-06,10,Salad,10,1800,700,tomato;cucumber;olive_oil,none
2026-09-06,12,Salad,22,1800,700,tomato;cucumber;olive_oil,none
2026-09-06,14,Salad,14,1800,700,tomato;cucumber;olive_oil,none
2026-09-06,16,Salad,4,1800,700,tomato;cucumber;olive_oil,none
2026-09-06,18,Salad,6,1800,700,tomato;cucumber;olive_oil,none
2026-09-06,8,Sandwich,11,1600,600,bread;cheese;tomato,gluten;milk
2026-09-06,10,Sandwich,13,1600,600,bread;cheese;tomato,gluten;milk
2026-09-06,12,Sandwich,13,1600,600,bread;cheese;tomato,gluten;milk
2026-09-06,14,Sandwich,5,1600,600,bread;cheese;tomato,gluten;milk
2026-09-06,16,Sandwich,7,1600,600,bread;cheese;tomato,gluten;milk
2026-09-06,18,Sandwich,9,1600,600,bread;cheese;tomato,gluten;milk
2026-09-07,8,Latte,6,1200,400,coffee;milk,milk
2026-09-07,10,Latte,8,1200,400,coffee;milk,milk
2026-09-07,12,Latte,20,1200,400,coffee;milk,milk
2026-09-07,14,Latte,12,1200,400,coffee;milk,milk
2026-09-07,16,Latte,14,1200,400,coffee;milk,milk
2026-09-07,18,Latte,4,1200,400,coffee;milk,milk
2026-09-07,8,Americano,9,800,200,coffee,none
2026-09-07,10,Americano,11,800,200,coffee,none
2026-09-07,12,Americano,23,800,200,coffee,none
2026-09-07,14,Americano,3,800,200,coffee,none
2026-09-07,16,Americano,5,800,200,coffee,none
2026-09-07,18,Americano,7,800,200,coffee,none
2026-09-07,8,Croissant,12,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-07,10,Croissant,14,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-07,12,Croissant,14,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-07,14,Croissant,6,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-07,16,Croissant,8,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-07,18,Croissant,10,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-07,8,Salad,3,1800,700,tomato;cucumber;olive_oil,none
2026-09-07,10,Salad,5,1800,700,tomato;cucumber;olive_oil,none
2026-09-07,12,Salad,17,1800,700,tomato;cucumber;olive_oil,none
2026-09-07,14,Salad,9,1800,700,tomato;cucumber;olive_oil,none
2026-09-07,16,Salad,11,1800,700,tomato;cucumber;olive_oil,none
2026-09-07,18,Salad,13,1800,700,tomato;cucumber;olive_oil,none
2026-09-07,8,Sandwich,6,1600,600,bread;cheese;tomato,gluten;milk
2026-09-07,10,Sandwich,8,1600,600,bread;cheese;tomato,gluten;milk
2026-09-07,12,Sandwich,20,1600,600,bread;cheese;tomato,gluten;milk
2026-09-07,14,Sandwich,12,1600,600,bread;cheese;tomato,gluten;milk
2026-09-07,16,Sandwich,14,1600,600,bread;cheese;tomato,gluten;milk
2026-09-07,18,Sandwich,4,1600,600,bread;cheese;tomato,gluten;milk
2026-09-08,8,Latte,13,1200,400,coffee;milk,milk
2026-09-08,10,Latte,3,1200,400,coffee;milk,milk
2026-09-08,12,Latte,15,1200,400,coffee;milk,milk
2026-09-08,14,Latte,7,1200,400,coffee;milk,milk
2026-09-08,16,Latte,9,1200,400,coffee;milk,milk
2026-09-08,18,Latte,11,1200,400,coffee;milk,milk
2026-09-08,8,Americano,4,800,200,coffee,none
2026-09-08,10,Americano,6,800,200,coffee,none
2026-09-08,12,Americano,18,800,200,coffee,none
2026-09-08,14,Americano,10,800,200,coffee,none
2026-09-08,16,Americano,12,800,200,coffee,none
2026-09-08,18,Americano,14,800,200,coffee,none
2026-09-08,8,Croissant,7,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-08,10,Croissant,9,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-08,12,Croissant,21,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-08,14,Croissant,13,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-08,16,Croissant,3,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-08,18,Croissant,5,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-08,8,Salad,10,1800,700,tomato;cucumber;olive_oil,none
2026-09-08,10,Salad,12,1800,700,tomato;cucumber;olive_oil,none
2026-09-08,12,Salad,24,1800,700,tomato;cucumber;olive_oil,none
2026-09-08,14,Salad,4,1800,700,tomato;cucumber;olive_oil,none
2026-09-08,16,Salad,6,1800,700,tomato;cucumber;olive_oil,none
2026-09-08,18,Salad,8,1800,700,tomato;cucumber;olive_oil,none
2026-09-08,8,Sandwich,13,1600,600,bread;cheese;tomato,gluten;milk
2026-09-08,10,Sandwich,3,1600,600,bread;cheese;tomato,gluten;milk
2026-09-08,12,Sandwich,15,1600,600,bread;cheese;tomato,gluten;milk
2026-09-08,14,Sandwich,7,1600,600,bread;cheese;tomato,gluten;milk
2026-09-08,16,Sandwich,9,1600,600,bread;cheese;tomato,gluten;milk
2026-09-08,18,Sandwich,11,1600,600,bread;cheese;tomato,gluten;milk
2026-09-09,8,Latte,8,1200,400,coffee;milk,milk
2026-09-09,10,Latte,10,1200,400,coffee;milk,milk
2026-09-09,12,Latte,22,1200,400,coffee;milk,milk
2026-09-09,14,Latte,14,1200,400,coffee;milk,milk
2026-09-09,16,Latte,4,1200,400,coffee;milk,milk
2026-09-09,18,Latte,6,1200,400,coffee;milk,milk
2026-09-09,8,Americano,11,800,200,coffee,none
2026-09-09,10,Americano,13,800,200,coffee,none
2026-09-09,12,Americano,13,800,200,coffee,none
2026-09-09,14,Americano,5,800,200,coffee,none
2026-09-09,16,Americano,7,800,200,coffee,none
2026-09-09,18,Americano,9,800,200,coffee,none
2026-09-09,8,Croissant,14,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-09,10,Croissant,4,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-09,12,Croissant,16,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-09,14,Croissant,8,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-09,16,Croissant,10,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-09,18,Croissant,12,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-09,8,Salad,5,1800,700,tomato;cucumber;olive_oil,none
2026-09-09,10,Salad,7,1800,700,tomato;cucumber;olive_oil,none
2026-09-09,12,Salad,19,1800,700,tomato;cucumber;olive_oil,none
2026-09-09,14,Salad,11,1800,700,tomato;cucumber;olive_oil,none
2026-09-09,16,Salad,13,1800,700,tomato;cucumber;olive_oil,none
2026-09-09,18,Salad,3,1800,700,tomato;cucumber;olive_oil,none
2026-09-09,8,Sandwich,8,1600,600,bread;cheese;tomato,gluten;milk
2026-09-09,10,Sandwich,10,1600,600,bread;cheese;tomato,gluten;milk
2026-09-09,12,Sandwich,22,1600,600,bread;cheese;tomato,gluten;milk
2026-09-09,14,Sandwich,14,1600,600,bread;cheese;tomato,gluten;milk
2026-09-09,16,Sandwich,4,1600,600,bread;cheese;tomato,gluten;milk
2026-09-09,18,Sandwich,6,1600,600,bread;cheese;tomato,gluten;milk
2026-09-10,8,Latte,3,1200,400,coffee;milk,milk
2026-09-10,10,Latte,5,1200,400,coffee;milk,milk
2026-09-10,12,Latte,17,1200,400,coffee;milk,milk
2026-09-10,14,Latte,9,1200,400,coffee;milk,milk
2026-09-10,16,Latte,11,1200,400,coffee;milk,milk
2026-09-10,18,Latte,13,1200,400,coffee;milk,milk
2026-09-10,8,Americano,6,800,200,coffee,none
2026-09-10,10,Americano,8,800,200,coffee,none
2026-09-10,12,Americano,20,800,200,coffee,none
2026-09-10,14,Americano,12,800,200,coffee,none
2026-09-10,16,Americano,14,800,200,coffee,none
2026-09-10,18,Americano,4,800,200,coffee,none
2026-09-10,8,Croissant,9,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-10,10,Croissant,11,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-10,12,Croissant,23,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-10,14,Croissant,3,900,300,wheat;butter;egg,gluten;milk;egg
2026-09-10,16,Croissant,5,900,300,wheat;butter;egg,gluten;milk;egg
